gene,compound
HTR2C,rifamycin
DNMT3A,rifamycin
PORCN,rifamycin
GAA,rifamycin
PRKCB,rifamycin
PTK2B,rifamycin
CLK1,rifamycin
CACNA2D3,rifamycin
HSD11B1,rifamycin
PDE3A,rifamycin
LCK,rifamycin
KCNH7,rifamycin
SIRT2,rifamycin
P2RY12,rifamycin
HIF1A,pazopanib
CATSPER4,pazopanib
SLC7A11,pazopanib
FFAR2,pazopanib
KCNMA1,pazopanib
GHSR,pazopanib
COMT,pazopanib
PTPN2,pazopanib
KCNQ2,pazopanib
ITGB2,pazopanib
S1PR1,pazopanib
FOXM1,pazopanib
MAPK14,pazopanib
GRIN2A,pazopanib
HSP90AB1,pazopanib
CSK,pazopanib
AKR1C1,pazopanib
TGM2,pazopanib
LPAR1,pazopanib
ADORA2A,pazopanib
CCND1,pazopanib
KCNN1,pazopanib
SSTR2,pazopanib
HSP90AA1,pazopanib
TUBB4B,pazopanib
PNLIP,pazopanib
CYP2A6,pazopanib
CSF1R,pazopanib
S100B,pazopanib
PDE7A,pazopanib
AURKB,pazopanib
CDC25A,pazopanib
ICAM1,pazopanib
VEGFA,pazopanib
CYP3A4,pazopanib
AVPR1A,pazopanib
GABRB2,pazopanib
MMP2,pazopanib
RET,pazopanib
KRAS,pazopanib
SLC29A1,pazopanib
CDK7,pazopanib
PPAT,pazopanib
KCNJ1,pazopanib
IGF1R,pazopanib
AKT1,pazopanib
CDK2,pazopanib
PARP3,pazopanib
IMPDH1,pazopanib
TUBB3,pazopanib
BRAF,pazopanib
LYN,pazopanib
ANXA1,pazopanib
CCR1,pazopanib
HDAC3,pazopanib
PTGIR,pazopanib
RPL23A,pazopanib
MME,pazopanib
PAK4,pazopanib
GJB4,pazopanib
S1PR4,pazopanib
IL1B,pazopanib
F10,pazopanib
RPL3,pazopanib
ERBB2,pazopanib
ADRA2B,pazopanib
P3H1,pazopanib
TNF,pazopanib
PRKCE,pazopanib
FPR1,pazopanib
FGF1,pazopanib
CDK9,pazopanib
KDR,pazopanib
JAK1,pazopanib
TUBB,pazopanib
S1PR2,pazopanib
PDE4D,pazopanib
CHEK2,pazopanib
PAK1,pazopanib
USP1,pazopanib
CYP1A2,pazopanib
CACNG1,pazopanib
HTR2C,pazopanib
DNMT3A,pazopanib
PORCN,pazopanib
GAA,pazopanib
PRKCB,pazopanib
PTK2B,pazopanib
CLK1,pazopanib
CACNA2D3,pazopanib
HSD11B1,pazopanib
PDE3A,pazopanib
LCK,pazopanib
KCNH7,pazopanib
SIRT2,pazopanib
P2RY12,pazopanib
HIF1A,RKI-1447
CATSPER4,RKI-1447
SLC7A11,RKI-1447
FFAR2,RKI-1447
KCNMA1,RKI-1447
GHSR,RKI-1447
COMT,RKI-1447
PTPN2,RKI-1447
KCNQ2,RKI-1447
ITGB2,RKI-1447
S1PR1,RKI-1447
FOXM1,RKI-1447
MAPK14,RKI-1447
GRIN2A,RKI-1447
HSP90AB1,RKI-1447
CSK,RKI-1447
AKR1C1,RKI-1447
TGM2,RKI-1447
LPAR1,RKI-1447
ADORA2A,RKI-1447
CCND1,RKI-1447
KCNN1,RKI-1447
SSTR2,RKI-1447
HSP90AA1,RKI-1447
TUBB4B,RKI-1447
PNLIP,RKI-1447
CYP2A6,RKI-1447
CSF1R,RKI-1447
S100B,RKI-1447
PDE7A,RKI-1447
AURKB,RKI-1447
CDC25A,RKI-1447
ICAM1,RKI-1447
VEGFA,RKI-1447
CYP3A4,RKI-1447
AVPR1A,RKI-1447
GABRB2,RKI-1447
MMP2,RKI-1447
RET,RKI-1447
KRAS,RKI-1447
SLC29A1,RKI-1447
CDK7,RKI-1447
PPAT,RKI-1447
KCNJ1,RKI-1447
IGF1R,RKI-1447
AKT1,RKI-1447
CDK2,RKI-1447
PARP3,RKI-1447
IMPDH1,RKI-1447
TUBB3,RKI-1447
BRAF,RKI-1447
LYN,RKI-1447
ANXA1,RKI-1447
CCR1,RKI-1447
HDAC3,RKI-1447
PTGIR,RKI-1447
RPL23A,RKI-1447
MME,RKI-1447
PAK4,RKI-1447
GJB4,RKI-1447
S1PR4,RKI-1447
IL1B,RKI-1447
F10,RKI-1447
RPL3,RKI-1447
ERBB2,RKI-1447
ADRA2B,RKI-1447
P3H1,RKI-1447
TNF,RKI-1447
PRKCE,RKI-1447
FPR1,RKI-1447
FGF1,RKI-1447
CDK9,RKI-1447
KDR,RKI-1447
JAK1,RKI-1447
TUBB,RKI-1447
S1PR2,RKI-1447
PDE4D,RKI-1447
CHEK2,RKI-1447
PAK1,RKI-1447
USP1,RKI-1447
CYP1A2,RKI-1447
CACNG1,RKI-1447
HTR2C,RKI-1447
DNMT3A,RKI-1447
PORCN,RKI-1447
GAA,RKI-1447
PRKCB,RKI-1447
PTK2B,RKI-1447
CLK1,RKI-1447
CACNA2D3,RKI-1447
HSD11B1,RKI-1447
PDE3A,RKI-1447
LCK,RKI-1447
KCNH7,RKI-1447
SIRT2,RKI-1447
P2RY12,RKI-1447
HIF1A,vitamin-E
CATSPER4,vitamin-E
SLC7A11,vitamin-E
FFAR2,vitamin-E
KCNMA1,vitamin-E
GHSR,vitamin-E
COMT,vitamin-E
PTPN2,vitamin-E
KCNQ2,vitamin-E
ITGB2,vitamin-E
S1PR1,vitamin-E
FOXM1,vitamin-E
MAPK14,vitamin-E
GRIN2A,vitamin-E
HSP90AB1,vitamin-E
CSK,vitamin-E
AKR1C1,vitamin-E
TGM2,vitamin-E
LPAR1,vitamin-E
ADORA2A,vitamin-E
CCND1,vitamin-E
KCNN1,vitamin-E
SSTR2,vitamin-E
HSP90AA1,vitamin-E
TUBB4B,vitamin-E
PNLIP,vitamin-E
CYP2A6,vitamin-E
CSF1R,vitamin-E
S100B,vitamin-E
PDE7A,vitamin-E
AURKB,vitamin-E
CDC25A,vitamin-E
ICAM1,vitamin-E
VEGFA,vitamin-E
CYP3A4,vitamin-E
AVPR1A,vitamin-E
GABRB2,vitamin-E
MMP2,vitamin-E
RET,vitamin-E
KRAS,vitamin-E
SLC29A1,vitamin-E
CDK7,vitamin-E
PPAT,vitamin-E
KCNJ1,vitamin-E
IGF1R,vitamin-E
AKT1,vitamin-E
CDK2,vitamin-E
PARP3,vitamin-E
IMPDH1,vitamin-E
TUBB3,vitamin-E
BRAF,vitamin-E
LYN,vitamin-E
ANXA1,vitamin-E
CCR1,vitamin-E
HDAC3,vitamin-E
PTGIR,vitamin-E
RPL23A,vitamin-E
MME,vitamin-E
PAK4,vitamin-E
GJB4,vitamin-E
S1PR4,vitamin-E
IL1B,vitamin-E
F10,vitamin-E
RPL3,vitamin-E
ERBB2,vitamin-E
ADRA2B,vitamin-E
P3H1,vitamin-E
TNF,vitamin-E
PRKCE,vitamin-E
FPR1,vitamin-E
FGF1,vitamin-E
CDK9,vitamin-E
KDR,vitamin-E
JAK1,vitamin-E
TUBB,vitamin-E
S1PR2,vitamin-E
PDE4D,vitamin-E
CHEK2,vitamin-E
PAK1,vitamin-E
USP1,vitamin-E
CYP1A2,vitamin-E
CACNG1,vitamin-E
HTR2C,vitamin-E
DNMT3A,vitamin-E
PORCN,vitamin-E
GAA,vitamin-E
PRKCB,vitamin-E
PTK2B,vitamin-E
CLK1,vitamin-E
CACNA2D3,vitamin-E
HSD11B1,vitamin-E
PDE3A,vitamin-E
LCK,vitamin-E
KCNH7,vitamin-E
SIRT2,vitamin-E
P2RY12,vitamin-E
HIF1A,ethyl-pyruvate
CATSPER4,ethyl-pyruvate
SLC7A11,ethyl-pyruvate
FFAR2,ethyl-pyruvate
KCNMA1,ethyl-pyruvate
GHSR,ethyl-pyruvate
COMT,ethyl-pyruvate
PTPN2,ethyl-pyruvate
KCNQ2,ethyl-pyruvate
ITGB2,ethyl-pyruvate
S1PR1,ethyl-pyruvate
FOXM1,ethyl-pyruvate
MAPK14,ethyl-pyruvate
GRIN2A,ethyl-pyruvate
HSP90AB1,ethyl-pyruvate
CSK,ethyl-pyruvate
AKR1C1,ethyl-pyruvate
TGM2,ethyl-pyruvate
LPAR1,ethyl-pyruvate
ADORA2A,ethyl-pyruvate
CCND1,ethyl-pyruvate
KCNN1,ethyl-pyruvate
SSTR2,ethyl-pyruvate
HSP90AA1,ethyl-pyruvate
TUBB4B,ethyl-pyruvate
PNLIP,ethyl-pyruvate
CYP2A6,ethyl-pyruvate
CSF1R,ethyl-pyruvate
S100B,ethyl-pyruvate
PDE7A,ethyl-pyruvate
AURKB,ethyl-pyruvate
CDC25A,ethyl-pyruvate
ICAM1,ethyl-pyruvate
VEGFA,ethyl-pyruvate
CYP3A4,ethyl-pyruvate
AVPR1A,ethyl-pyruvate
GABRB2,ethyl-pyruvate
MMP2,ethyl-pyruvate
RET,ethyl-pyruvate
KRAS,ethyl-pyruvate
SLC29A1,ethyl-pyruvate
CDK7,ethyl-pyruvate
PPAT,ethyl-pyruvate
KCNJ1,ethyl-pyruvate
IGF1R,ethyl-pyruvate
AKT1,ethyl-pyruvate
CDK2,ethyl-pyruvate
PARP3,ethyl-pyruvate
IMPDH1,ethyl-pyruvate
TUBB3,ethyl-pyruvate
BRAF,ethyl-pyruvate
LYN,ethyl-pyruvate
ANXA1,ethyl-pyruvate
CCR1,ethyl-pyruvate
HDAC3,ethyl-pyruvate
PTGIR,ethyl-pyruvate
RPL23A,ethyl-pyruvate
MME,ethyl-pyruvate
PAK4,ethyl-pyruvate
GJB4,ethyl-pyruvate
S1PR4,ethyl-pyruvate
IL1B,ethyl-pyruvate
F10,ethyl-pyruvate
RPL3,ethyl-pyruvate
ERBB2,ethyl-pyruvate
ADRA2B,ethyl-pyruvate
P3H1,ethyl-pyruvate
TNF,ethyl-pyruvate
PRKCE,ethyl-pyruvate
FPR1,ethyl-pyruvate
FGF1,ethyl-pyruvate
CDK9,ethyl-pyruvate
KDR,ethyl-pyruvate
JAK1,ethyl-pyruvate
TUBB,ethyl-pyruvate
S1PR2,ethyl-pyruvate
PDE4D,ethyl-pyruvate
CHEK2,ethyl-pyruvate
PAK1,ethyl-pyruvate
USP1,ethyl-pyruvate
CYP1A2,ethyl-pyruvate
CACNG1,ethyl-pyruvate
HTR2C,ethyl-pyruvate
DNMT3A,ethyl-pyruvate
PORCN,ethyl-pyruvate
GAA,ethyl-pyruvate
PRKCB,ethyl-pyruvate
PTK2B,ethyl-pyruvate
CLK1,ethyl-pyruvate
CACNA2D3,ethyl-pyruvate
HSD11B1,ethyl-pyruvate
PDE3A,ethyl-pyruvate
LCK,ethyl-pyruvate
KCNH7,ethyl-pyruvate
SIRT2,ethyl-pyruvate
P2RY12,ethyl-pyruvate
HIF1A,picrotin
CATSPER4,picrotin
SLC7A11,picrotin
FFAR2,picrotin
KCNMA1,picrotin
GHSR,picrotin
COMT,picrotin
PTPN2,picrotin
KCNQ2,picrotin
ITGB2,picrotin
S1PR1,picrotin
FOXM1,picrotin
MAPK14,picrotin
GRIN2A,picrotin
HSP90AB1,picrotin
CSK,picrotin
AKR1C1,picrotin
TGM2,picrotin
LPAR1,picrotin
ADORA2A,picrotin
CCND1,picrotin
KCNN1,picrotin
SSTR2,picrotin
HSP90AA1,picrotin
TUBB4B,picrotin
PNLIP,picrotin
CYP2A6,picrotin
CSF1R,picrotin
S100B,picrotin
PDE7A,picrotin
AURKB,picrotin
CDC25A,picrotin
ICAM1,picrotin
VEGFA,picrotin
CYP3A4,picrotin
AVPR1A,picrotin
GABRB2,picrotin
MMP2,picrotin
RET,picrotin
KRAS,picrotin
SLC29A1,picrotin
CDK7,picrotin
PPAT,picrotin
KCNJ1,picrotin
IGF1R,picrotin
AKT1,picrotin
CDK2,picrotin
PARP3,picrotin
IMPDH1,picrotin
TUBB3,picrotin
BRAF,picrotin
LYN,picrotin
ANXA1,picrotin
CCR1,picrotin
HDAC3,picrotin
PTGIR,picrotin
RPL23A,picrotin
MME,picrotin
PAK4,picrotin
GJB4,picrotin
S1PR4,picrotin
IL1B,picrotin
F10,picrotin
RPL3,picrotin
ERBB2,picrotin
ADRA2B,picrotin
P3H1,picrotin
TNF,picrotin
PRKCE,picrotin
FPR1,picrotin
FGF1,picrotin
CDK9,picrotin
KDR,picrotin
JAK1,picrotin
TUBB,picrotin
S1PR2,picrotin
PDE4D,picrotin
CHEK2,picrotin
PAK1,picrotin
USP1,picrotin
CYP1A2,picrotin
CACNG1,picrotin
HTR2C,picrotin
DNMT3A,picrotin
PORCN,picrotin
GAA,picrotin
PRKCB,picrotin
PTK2B,picrotin
CLK1,picrotin
CACNA2D3,picrotin
HSD11B1,picrotin
PDE3A,picrotin
LCK,picrotin
KCNH7,picrotin
SIRT2,picrotin
P2RY12,picrotin
HIF1A,SGX523
CATSPER4,SGX523
SLC7A11,SGX523
FFAR2,SGX523
KCNMA1,SGX523
GHSR,SGX523
COMT,SGX523
PTPN2,SGX523
KCNQ2,SGX523
ITGB2,SGX523
S1PR1,SGX523
FOXM1,SGX523
MAPK14,SGX523
GRIN2A,SGX523
HSP90AB1,SGX523
CSK,SGX523
AKR1C1,SGX523
TGM2,SGX523
LPAR1,SGX523
ADORA2A,SGX523
CCND1,SGX523
KCNN1,SGX523
SSTR2,SGX523
HSP90AA1,SGX523
TUBB4B,SGX523
PNLIP,SGX523
CYP2A6,SGX523
CSF1R,SGX523
S100B,SGX523
PDE7A,SGX523
AURKB,SGX523
CDC25A,SGX523
ICAM1,SGX523
VEGFA,SGX523
CYP3A4,SGX523
AVPR1A,SGX523
GABRB2,SGX523
MMP2,SGX523
RET,SGX523
KRAS,SGX523
SLC29A1,SGX523
CDK7,SGX523
PPAT,SGX523
KCNJ1,SGX523
IGF1R,SGX523
AKT1,SGX523
CDK2,SGX523
PARP3,SGX523
IMPDH1,SGX523
TUBB3,SGX523
BRAF,SGX523
LYN,SGX523
ANXA1,SGX523
CCR1,SGX523
HDAC3,SGX523
PTGIR,SGX523
RPL23A,SGX523
MME,SGX523
PAK4,SGX523
GJB4,SGX523
S1PR4,SGX523
IL1B,SGX523
F10,SGX523
RPL3,SGX523
ERBB2,SGX523
ADRA2B,SGX523
P3H1,SGX523
TNF,SGX523
PRKCE,SGX523
FPR1,SGX523
FGF1,SGX523
CDK9,SGX523
KDR,SGX523
JAK1,SGX523
TUBB,SGX523
S1PR2,SGX523
PDE4D,SGX523
CHEK2,SGX523
PAK1,SGX523
USP1,SGX523
CYP1A2,SGX523
CACNG1,SGX523
HTR2C,SGX523
DNMT3A,SGX523
PORCN,SGX523
GAA,SGX523
PRKCB,SGX523
PTK2B,SGX523
CLK1,SGX523
CACNA2D3,SGX523
HSD11B1,SGX523
PDE3A,SGX523
LCK,SGX523
KCNH7,SGX523
SIRT2,SGX523
P2RY12,SGX523
HIF1A,PP-2
CATSPER4,PP-2
SLC7A11,PP-2
FFAR2,PP-2
KCNMA1,PP-2
GHSR,PP-2
COMT,PP-2
PTPN2,PP-2
KCNQ2,PP-2
ITGB2,PP-2
S1PR1,PP-2
FOXM1,PP-2
MAPK14,PP-2
GRIN2A,PP-2
HSP90AB1,PP-2
CSK,PP-2
AKR1C1,PP-2
TGM2,PP-2
LPAR1,PP-2
ADORA2A,PP-2
CCND1,PP-2
KCNN1,PP-2
SSTR2,PP-2
HSP90AA1,PP-2
TUBB4B,PP-2
PNLIP,PP-2
CYP2A6,PP-2
CSF1R,PP-2
S100B,PP-2
PDE7A,PP-2
AURKB,PP-2
CDC25A,PP-2
ICAM1,PP-2
VEGFA,PP-2
CYP3A4,PP-2
AVPR1A,PP-2
GABRB2,PP-2
MMP2,PP-2
RET,PP-2
KRAS,PP-2
SLC29A1,PP-2
CDK7,PP-2
PPAT,PP-2
KCNJ1,PP-2
IGF1R,PP-2
AKT1,PP-2
CDK2,PP-2
PARP3,PP-2
IMPDH1,PP-2
TUBB3,PP-2
BRAF,PP-2
LYN,PP-2
ANXA1,PP-2
CCR1,PP-2
HDAC3,PP-2
PTGIR,PP-2
RPL23A,PP-2
MME,PP-2
PAK4,PP-2
GJB4,PP-2
S1PR4,PP-2
IL1B,PP-2
F10,PP-2
RPL3,PP-2
ERBB2,PP-2
ADRA2B,PP-2
P3H1,PP-2
TNF,PP-2
PRKCE,PP-2
FPR1,PP-2
FGF1,PP-2
CDK9,PP-2
KDR,PP-2
JAK1,PP-2
TUBB,PP-2
S1PR2,PP-2
PDE4D,PP-2
CHEK2,PP-2
PAK1,PP-2
USP1,PP-2
CYP1A2,PP-2
CACNG1,PP-2
HTR2C,PP-2
DNMT3A,PP-2
PORCN,PP-2
GAA,PP-2
PRKCB,PP-2
PTK2B,PP-2
CLK1,PP-2
CACNA2D3,PP-2
HSD11B1,PP-2
PDE3A,PP-2
LCK,PP-2
KCNH7,PP-2
SIRT2,PP-2
P2RY12,PP-2
HIF1A,ME-0328
CATSPER4,ME-0328
SLC7A11,ME-0328
FFAR2,ME-0328
KCNMA1,ME-0328
GHSR,ME-0328
COMT,ME-0328
PTPN2,ME-0328
KCNQ2,ME-0328
ITGB2,ME-0328
S1PR1,ME-0328
FOXM1,ME-0328
MAPK14,ME-0328
GRIN2A,ME-0328
HSP90AB1,ME-0328
CSK,ME-0328
AKR1C1,ME-0328
TGM2,ME-0328
LPAR1,ME-0328
ADORA2A,ME-0328
CCND1,ME-0328
KCNN1,ME-0328
SSTR2,ME-0328
HSP90AA1,ME-0328
TUBB4B,ME-0328
PNLIP,ME-0328
CYP2A6,ME-0328
CSF1R,ME-0328
S100B,ME-0328
PDE7A,ME-0328
AURKB,ME-0328
CDC25A,ME-0328
ICAM1,ME-0328
VEGFA,ME-0328
CYP3A4,ME-0328
AVPR1A,ME-0328
GABRB2,ME-0328
MMP2,ME-0328
RET,ME-0328
KRAS,ME-0328
SLC29A1,ME-0328
CDK7,ME-0328
PPAT,ME-0328
KCNJ1,ME-0328
IGF1R,ME-0328
AKT1,ME-0328
CDK2,ME-0328
PARP3,ME-0328
IMPDH1,ME-0328
TUBB3,ME-0328
BRAF,ME-0328
LYN,ME-0328
ANXA1,ME-0328
CCR1,ME-0328
HDAC3,ME-0328
PTGIR,ME-0328
RPL23A,ME-0328
MME,ME-0328
PAK4,ME-0328
GJB4,ME-0328
S1PR4,ME-0328
IL1B,ME-0328
F10,ME-0328
RPL3,ME-0328
ERBB2,ME-0328
ADRA2B,ME-0328
P3H1,ME-0328
TNF,ME-0328
PRKCE,ME-0328
FPR1,ME-0328
FGF1,ME-0328
CDK9,ME-0328
KDR,ME-0328
JAK1,ME-0328
TUBB,ME-0328
S1PR2,ME-0328
PDE4D,ME-0328
CHEK2,ME-0328
PAK1,ME-0328
USP1,ME-0328
CYP1A2,ME-0328
CACNG1,ME-0328
HTR2C,ME-0328
DNMT3A,ME-0328
PORCN,ME-0328
GAA,ME-0328
PRKCB,ME-0328
PTK2B,ME-0328
CLK1,ME-0328
CACNA2D3,ME-0328
HSD11B1,ME-0328
PDE3A,ME-0328
LCK,ME-0328
KCNH7,ME-0328
SIRT2,ME-0328
P2RY12,ME-0328
HIF1A,AZD9668
CATSPER4,AZD9668
SLC7A11,AZD9668
FFAR2,AZD9668
KCNMA1,AZD9668
GHSR,AZD9668
COMT,AZD9668
PTPN2,AZD9668
KCNQ2,AZD9668
ITGB2,AZD9668
S1PR1,AZD9668
FOXM1,AZD9668
MAPK14,AZD9668
GRIN2A,AZD9668
HSP90AB1,AZD9668
CSK,AZD9668
AKR1C1,AZD9668
TGM2,AZD9668
LPAR1,AZD9668
ADORA2A,AZD9668
CCND1,AZD9668
KCNN1,AZD9668
SSTR2,AZD9668
HSP90AA1,AZD9668
TUBB4B,AZD9668
PNLIP,AZD9668
CYP2A6,AZD9668
CSF1R,AZD9668
S100B,AZD9668
PDE7A,AZD9668
AURKB,AZD9668
CDC25A,AZD9668
ICAM1,AZD9668
VEGFA,AZD9668
CYP3A4,AZD9668
AVPR1A,AZD9668
GABRB2,AZD9668
MMP2,AZD9668
RET,AZD9668
KRAS,AZD9668
SLC29A1,AZD9668
CDK7,AZD9668
PPAT,AZD9668
KCNJ1,AZD9668
IGF1R,AZD9668
AKT1,AZD9668
CDK2,AZD9668
PARP3,AZD9668
IMPDH1,AZD9668
TUBB3,AZD9668
BRAF,AZD9668
LYN,AZD9668
ANXA1,AZD9668
CCR1,AZD9668
HDAC3,AZD9668
PTGIR,AZD9668
RPL23A,AZD9668
MME,AZD9668
PAK4,AZD9668
GJB4,AZD9668
S1PR4,AZD9668
IL1B,AZD9668
F10,AZD9668
RPL3,AZD9668
ERBB2,AZD9668
ADRA2B,AZD9668
P3H1,AZD9668
TNF,AZD9668
PRKCE,AZD9668
FPR1,AZD9668
FGF1,AZD9668
CDK9,AZD9668
KDR,AZD9668
JAK1,AZD9668
TUBB,AZD9668
S1PR2,AZD9668
PDE4D,AZD9668
CHEK2,AZD9668
PAK1,AZD9668
USP1,AZD9668
CYP1A2,AZD9668
CACNG1,AZD9668
HTR2C,AZD9668
DNMT3A,AZD9668
PORCN,AZD9668
GAA,AZD9668
PRKCB,AZD9668
PTK2B,AZD9668
CLK1,AZD9668
CACNA2D3,AZD9668
HSD11B1,AZD9668
PDE3A,AZD9668
LCK,AZD9668
KCNH7,AZD9668
SIRT2,AZD9668
P2RY12,AZD9668
HIF1A,NQDI-1
CATSPER4,NQDI-1
SLC7A11,NQDI-1
FFAR2,NQDI-1
KCNMA1,NQDI-1
GHSR,NQDI-1
COMT,NQDI-1
PTPN2,NQDI-1
KCNQ2,NQDI-1
ITGB2,NQDI-1
S1PR1,NQDI-1
FOXM1,NQDI-1
MAPK14,NQDI-1
GRIN2A,NQDI-1
HSP90AB1,NQDI-1
CSK,NQDI-1
AKR1C1,NQDI-1
TGM2,NQDI-1
LPAR1,NQDI-1
ADORA2A,NQDI-1
CCND1,NQDI-1
KCNN1,NQDI-1
SSTR2,NQDI-1
HSP90AA1,NQDI-1
TUBB4B,NQDI-1
PNLIP,NQDI-1
CYP2A6,NQDI-1
CSF1R,NQDI-1
S100B,NQDI-1
PDE7A,NQDI-1
AURKB,NQDI-1
CDC25A,NQDI-1
ICAM1,NQDI-1
VEGFA,NQDI-1
CYP3A4,NQDI-1
AVPR1A,NQDI-1
GABRB2,NQDI-1
MMP2,NQDI-1
RET,NQDI-1
KRAS,NQDI-1
SLC29A1,NQDI-1
CDK7,NQDI-1
PPAT,NQDI-1
KCNJ1,NQDI-1
IGF1R,NQDI-1
AKT1,NQDI-1
CDK2,NQDI-1
PARP3,NQDI-1
IMPDH1,NQDI-1
TUBB3,NQDI-1
BRAF,NQDI-1
LYN,NQDI-1
ANXA1,NQDI-1
CCR1,NQDI-1
HDAC3,NQDI-1
PTGIR,NQDI-1
RPL23A,NQDI-1
MME,NQDI-1
PAK4,NQDI-1
GJB4,NQDI-1
S1PR4,NQDI-1
IL1B,NQDI-1
F10,NQDI-1
RPL3,NQDI-1
ERBB2,NQDI-1
ADRA2B,NQDI-1
P3H1,NQDI-1
TNF,NQDI-1
PRKCE,NQDI-1
FPR1,NQDI-1
FGF1,NQDI-1
CDK9,NQDI-1
KDR,NQDI-1
JAK1,NQDI-1
TUBB,NQDI-1
S1PR2,NQDI-1
PDE4D,NQDI-1
CHEK2,NQDI-1
PAK1,NQDI-1
USP1,NQDI-1
CYP1A2,NQDI-1
CACNG1,NQDI-1
HTR2C,NQDI-1
DNMT3A,NQDI-1
PORCN,NQDI-1
GAA,NQDI-1
PRKCB,NQDI-1
PTK2B,NQDI-1
CLK1,NQDI-1
CACNA2D3,NQDI-1
HSD11B1,NQDI-1
PDE3A,NQDI-1
LCK,NQDI-1
KCNH7,NQDI-1
SIRT2,NQDI-1
P2RY12,NQDI-1
HIF1A,carzenide
CATSPER4,carzenide
SLC7A11,carzenide
FFAR2,carzenide
KCNMA1,carzenide
GHSR,carzenide
COMT,carzenide
PTPN2,carzenide
KCNQ2,carzenide
ITGB2,carzenide
S1PR1,carzenide
FOXM1,carzenide
MAPK14,carzenide
GRIN2A,carzenide
HSP90AB1,carzenide
CSK,carzenide
AKR1C1,carzenide
TGM2,carzenide
LPAR1,carzenide
ADORA2A,carzenide
CCND1,carzenide
KCNN1,carzenide
SSTR2,carzenide
HSP90AA1,carzenide
TUBB4B,carzenide
PNLIP,carzenide
CYP2A6,carzenide
CSF1R,carzenide
S100B,carzenide
PDE7A,carzenide
AURKB,carzenide
CDC25A,carzenide
ICAM1,carzenide
VEGFA,carzenide
CYP3A4,carzenide
AVPR1A,carzenide
GABRB2,carzenide
MMP2,carzenide
RET,carzenide
KRAS,carzenide
SLC29A1,carzenide
CDK7,carzenide
PPAT,carzenide
KCNJ1,carzenide
IGF1R,carzenide
AKT1,carzenide
CDK2,carzenide
PARP3,carzenide
IMPDH1,carzenide
TUBB3,carzenide
BRAF,carzenide
LYN,carzenide
ANXA1,carzenide
CCR1,carzenide
HDAC3,carzenide
PTGIR,carzenide
RPL23A,carzenide
MME,carzenide
PAK4,carzenide
GJB4,carzenide
S1PR4,carzenide
IL1B,carzenide
F10,carzenide
RPL3,carzenide
ERBB2,carzenide
ADRA2B,carzenide
P3H1,carzenide
TNF,carzenide
PRKCE,carzenide
FPR1,carzenide
FGF1,carzenide
CDK9,carzenide
KDR,carzenide
JAK1,carzenide
TUBB,carzenide
S1PR2,carzenide
PDE4D,carzenide
CHEK2,carzenide
PAK1,carzenide
USP1,carzenide
CYP1A2,carzenide
CACNG1,carzenide
HTR2C,carzenide
DNMT3A,carzenide
PORCN,carzenide
GAA,carzenide
PRKCB,carzenide
PTK2B,carzenide
CLK1,carzenide
CACNA2D3,carzenide
HSD11B1,carzenide
PDE3A,carzenide
LCK,carzenide
KCNH7,carzenide
SIRT2,carzenide
P2RY12,carzenide
HIF1A,KU-55933
CATSPER4,KU-55933
SLC7A11,KU-55933
FFAR2,KU-55933
KCNMA1,KU-55933
GHSR,KU-55933
COMT,KU-55933
PTPN2,KU-55933
KCNQ2,KU-55933
ITGB2,KU-55933
S1PR1,KU-55933
FOXM1,KU-55933
MAPK14,KU-55933
GRIN2A,KU-55933
HSP90AB1,KU-55933
CSK,KU-55933
AKR1C1,KU-55933
TGM2,KU-55933
LPAR1,KU-55933
ADORA2A,KU-55933
CCND1,KU-55933
KCNN1,KU-55933
SSTR2,KU-55933
HSP90AA1,KU-55933
TUBB4B,KU-55933
PNLIP,KU-55933
CYP2A6,KU-55933
CSF1R,KU-55933
S100B,KU-55933
PDE7A,KU-55933
AURKB,KU-55933
CDC25A,KU-55933
ICAM1,KU-55933
VEGFA,KU-55933
CYP3A4,KU-55933
AVPR1A,KU-55933
GABRB2,KU-55933
MMP2,KU-55933
RET,KU-55933
KRAS,KU-55933
SLC29A1,KU-55933
CDK7,KU-55933
PPAT,KU-55933
KCNJ1,KU-55933
IGF1R,KU-55933
AKT1,KU-55933
CDK2,KU-55933
PARP3,KU-55933
IMPDH1,KU-55933
TUBB3,KU-55933
BRAF,KU-55933
LYN,KU-55933
ANXA1,KU-55933
CCR1,KU-55933
HDAC3,KU-55933
PTGIR,KU-55933
RPL23A,KU-55933
MME,KU-55933
PAK4,KU-55933
GJB4,KU-55933
S1PR4,KU-55933
IL1B,KU-55933
F10,KU-55933
RPL3,KU-55933
ERBB2,KU-55933
ADRA2B,KU-55933
P3H1,KU-55933
TNF,KU-55933
PRKCE,KU-55933
FPR1,KU-55933
FGF1,KU-55933
CDK9,KU-55933
KDR,KU-55933
JAK1,KU-55933
TUBB,KU-55933
S1PR2,KU-55933
PDE4D,KU-55933
CHEK2,KU-55933
PAK1,KU-55933
USP1,KU-55933
CYP1A2,KU-55933
CACNG1,KU-55933
HTR2C,KU-55933
DNMT3A,KU-55933
PORCN,KU-55933
GAA,KU-55933
PRKCB,KU-55933
PTK2B,KU-55933
CLK1,KU-55933
CACNA2D3,KU-55933
HSD11B1,KU-55933
PDE3A,KU-55933
LCK,KU-55933
