gene,compound
FPR1,SGX523
FGF1,SGX523
CDK9,SGX523
KDR,SGX523
EDNRB,SGX523
ASIC1,SGX523
JAK1,SGX523
PLA2G1B,SGX523
BRD4,SGX523
TUBB,SGX523
AGER,SGX523
S1PR2,SGX523
PDE4D,SGX523
CHEK2,SGX523
PAK1,SGX523
HDAC6,SGX523
DYRK1B,SGX523
USP1,SGX523
CYP1A2,SGX523
CACNG1,SGX523
HTR2C,SGX523
DNMT3A,SGX523
PORCN,SGX523
GAA,SGX523
PRKCB,SGX523
PTK2B,SGX523
CLK1,SGX523
CACNA2D3,SGX523
HSD11B1,SGX523
HTR3A,SGX523
ADA,SGX523
PDE3A,SGX523
NTRK1,SGX523
LCK,SGX523
KCNH7,SGX523
SIRT2,SGX523
P2RY12,SGX523
HIF1A,PP-2
CATSPER4,PP-2
DDR2,PP-2
OPRL1,PP-2
SLC7A11,PP-2
FFAR2,PP-2
KCNMA1,PP-2
HRH4,PP-2
GHSR,PP-2
ALDH2,PP-2
COMT,PP-2
PTPN2,PP-2
KCNQ2,PP-2
ITGB2,PP-2
S1PR1,PP-2
FOXM1,PP-2
MAPK14,PP-2
SLCO2B1,PP-2
KCNN4,PP-2
GRIN2A,PP-2
CACNB4,PP-2
HSP90AB1,PP-2
CSK,PP-2
AKR1C1,PP-2
CHRM2,PP-2
TGFBR1,PP-2
TGM2,PP-2
CDK4,PP-2
LPAR1,PP-2
CHRM3,PP-2
UGT1A9,PP-2
HPGDS,PP-2
ADORA2A,PP-2
CCND1,PP-2
KCNN1,PP-2
ABL1,PP-2
SSTR2,PP-2
HSP90AA1,PP-2
TUBB4B,PP-2
EZH2,PP-2
PNLIP,PP-2
CYP2A6,PP-2
CSF1R,PP-2
S100B,PP-2
PDE7A,PP-2
AURKB,PP-2
CDC25A,PP-2
KCNK1,PP-2
CA14,PP-2
ICAM1,PP-2
GPR55,PP-2
OPRM1,PP-2
VEGFA,PP-2
ADH1C,PP-2
KCTD16,PP-2
CYP3A4,PP-2
AVPR1A,PP-2
MAPK8,PP-2
TNNC1,PP-2
GABRB2,PP-2
MMP2,PP-2
RET,PP-2
NAMPT,PP-2
CASP3,PP-2
KRAS,PP-2
BTK,PP-2
SLC29A1,PP-2
FFAR4,PP-2
PPARD,PP-2
BAX,PP-2
RGS4,PP-2
CDK7,PP-2
PPAT,PP-2
KCNJ1,PP-2
ATP5F1D,PP-2
PDPK1,PP-2
IGF1R,PP-2
MET,PP-2
GLRA3,PP-2
PIK3CG,PP-2
TBXAS1,PP-2
PLD1,PP-2
DHH,PP-2
AKT1,PP-2
CDK2,PP-2
PARP3,PP-2
PLK1,PP-2
ATM,PP-2
IMPDH1,PP-2
TUBB3,PP-2
BRAF,PP-2
HBB,PP-2
LYN,PP-2
ANXA1,PP-2
CCR1,PP-2
ALK,PP-2
HDAC3,PP-2
PTGIR,PP-2
RPL23A,PP-2
FLT3,PP-2
MME,PP-2
CTSG,PP-2
PAK4,PP-2
GPR119,PP-2
SCNN1G,PP-2
GJB4,PP-2
S1PR4,PP-2
IL1B,PP-2
F10,PP-2
ELANE,PP-2
RPL3,PP-2
ERBB2,PP-2
AKR1B1,PP-2
GUCY1B1,PP-2
ADRA2B,PP-2
HCK,PP-2
P3H1,PP-2
CA5A,PP-2
DCK,PP-2
TNF,PP-2
RNASE1,PP-2
PTGIS,PP-2
PRKCE,PP-2
FPR1,PP-2
FGF1,PP-2
CDK9,PP-2
KDR,PP-2
EDNRB,PP-2
ASIC1,PP-2
JAK1,PP-2
PLA2G1B,PP-2
BRD4,PP-2
TUBB,PP-2
AGER,PP-2
S1PR2,PP-2
PDE4D,PP-2
CHEK2,PP-2
PAK1,PP-2
HDAC6,PP-2
DYRK1B,PP-2
USP1,PP-2
CYP1A2,PP-2
CACNG1,PP-2
HTR2C,PP-2
DNMT3A,PP-2
PORCN,PP-2
GAA,PP-2
PRKCB,PP-2
PTK2B,PP-2
CLK1,PP-2
CACNA2D3,PP-2
HSD11B1,PP-2
HTR3A,PP-2
ADA,PP-2
PDE3A,PP-2
NTRK1,PP-2
LCK,PP-2
KCNH7,PP-2
SIRT2,PP-2
P2RY12,PP-2
HIF1A,ME-0328
CATSPER4,ME-0328
DDR2,ME-0328
OPRL1,ME-0328
SLC7A11,ME-0328
FFAR2,ME-0328
KCNMA1,ME-0328
HRH4,ME-0328
GHSR,ME-0328
ALDH2,ME-0328
COMT,ME-0328
PTPN2,ME-0328
KCNQ2,ME-0328
ITGB2,ME-0328
S1PR1,ME-0328
FOXM1,ME-0328
MAPK14,ME-0328
SLCO2B1,ME-0328
KCNN4,ME-0328
GRIN2A,ME-0328
CACNB4,ME-0328
HSP90AB1,ME-0328
CSK,ME-0328
AKR1C1,ME-0328
CHRM2,ME-0328
TGFBR1,ME-0328
TGM2,ME-0328
CDK4,ME-0328
LPAR1,ME-0328
CHRM3,ME-0328
UGT1A9,ME-0328
HPGDS,ME-0328
ADORA2A,ME-0328
CCND1,ME-0328
KCNN1,ME-0328
ABL1,ME-0328
SSTR2,ME-0328
HSP90AA1,ME-0328
TUBB4B,ME-0328
EZH2,ME-0328
PNLIP,ME-0328
CYP2A6,ME-0328
CSF1R,ME-0328
S100B,ME-0328
PDE7A,ME-0328
AURKB,ME-0328
CDC25A,ME-0328
KCNK1,ME-0328
CA14,ME-0328
ICAM1,ME-0328
GPR55,ME-0328
OPRM1,ME-0328
VEGFA,ME-0328
ADH1C,ME-0328
KCTD16,ME-0328
CYP3A4,ME-0328
AVPR1A,ME-0328
MAPK8,ME-0328
TNNC1,ME-0328
GABRB2,ME-0328
MMP2,ME-0328
RET,ME-0328
NAMPT,ME-0328
CASP3,ME-0328
KRAS,ME-0328
BTK,ME-0328
SLC29A1,ME-0328
FFAR4,ME-0328
PPARD,ME-0328
BAX,ME-0328
RGS4,ME-0328
CDK7,ME-0328
PPAT,ME-0328
KCNJ1,ME-0328
ATP5F1D,ME-0328
PDPK1,ME-0328
IGF1R,ME-0328
MET,ME-0328
GLRA3,ME-0328
PIK3CG,ME-0328
TBXAS1,ME-0328
PLD1,ME-0328
DHH,ME-0328
AKT1,ME-0328
CDK2,ME-0328
PARP3,ME-0328
PLK1,ME-0328
ATM,ME-0328
IMPDH1,ME-0328
TUBB3,ME-0328
BRAF,ME-0328
HBB,ME-0328
LYN,ME-0328
ANXA1,ME-0328
CCR1,ME-0328
ALK,ME-0328
HDAC3,ME-0328
PTGIR,ME-0328
RPL23A,ME-0328
FLT3,ME-0328
MME,ME-0328
CTSG,ME-0328
PAK4,ME-0328
GPR119,ME-0328
SCNN1G,ME-0328
GJB4,ME-0328
S1PR4,ME-0328
IL1B,ME-0328
F10,ME-0328
ELANE,ME-0328
RPL3,ME-0328
ERBB2,ME-0328
AKR1B1,ME-0328
GUCY1B1,ME-0328
ADRA2B,ME-0328
HCK,ME-0328
P3H1,ME-0328
CA5A,ME-0328
DCK,ME-0328
TNF,ME-0328
RNASE1,ME-0328
PTGIS,ME-0328
PRKCE,ME-0328
FPR1,ME-0328
FGF1,ME-0328
CDK9,ME-0328
KDR,ME-0328
EDNRB,ME-0328
ASIC1,ME-0328
JAK1,ME-0328
PLA2G1B,ME-0328
BRD4,ME-0328
TUBB,ME-0328
AGER,ME-0328
S1PR2,ME-0328
PDE4D,ME-0328
CHEK2,ME-0328
PAK1,ME-0328
HDAC6,ME-0328
DYRK1B,ME-0328
USP1,ME-0328
CYP1A2,ME-0328
CACNG1,ME-0328
HTR2C,ME-0328
DNMT3A,ME-0328
PORCN,ME-0328
GAA,ME-0328
PRKCB,ME-0328
PTK2B,ME-0328
CLK1,ME-0328
CACNA2D3,ME-0328
HSD11B1,ME-0328
HTR3A,ME-0328
ADA,ME-0328
PDE3A,ME-0328
NTRK1,ME-0328
LCK,ME-0328
KCNH7,ME-0328
SIRT2,ME-0328
P2RY12,ME-0328
HIF1A,AZD9668
CATSPER4,AZD9668
DDR2,AZD9668
OPRL1,AZD9668
SLC7A11,AZD9668
FFAR2,AZD9668
KCNMA1,AZD9668
HRH4,AZD9668
GHSR,AZD9668
ALDH2,AZD9668
COMT,AZD9668
PTPN2,AZD9668
KCNQ2,AZD9668
ITGB2,AZD9668
S1PR1,AZD9668
FOXM1,AZD9668
MAPK14,AZD9668
SLCO2B1,AZD9668
KCNN4,AZD9668
GRIN2A,AZD9668
CACNB4,AZD9668
HSP90AB1,AZD9668
CSK,AZD9668
AKR1C1,AZD9668
CHRM2,AZD9668
TGFBR1,AZD9668
TGM2,AZD9668
CDK4,AZD9668
LPAR1,AZD9668
CHRM3,AZD9668
UGT1A9,AZD9668
HPGDS,AZD9668
ADORA2A,AZD9668
CCND1,AZD9668
KCNN1,AZD9668
ABL1,AZD9668
SSTR2,AZD9668
HSP90AA1,AZD9668
TUBB4B,AZD9668
EZH2,AZD9668
PNLIP,AZD9668
CYP2A6,AZD9668
CSF1R,AZD9668
S100B,AZD9668
PDE7A,AZD9668
AURKB,AZD9668
CDC25A,AZD9668
KCNK1,AZD9668
CA14,AZD9668
ICAM1,AZD9668
GPR55,AZD9668
OPRM1,AZD9668
VEGFA,AZD9668
ADH1C,AZD9668
KCTD16,AZD9668
CYP3A4,AZD9668
AVPR1A,AZD9668
MAPK8,AZD9668
TNNC1,AZD9668
GABRB2,AZD9668
MMP2,AZD9668
RET,AZD9668
NAMPT,AZD9668
CASP3,AZD9668
KRAS,AZD9668
BTK,AZD9668
SLC29A1,AZD9668
FFAR4,AZD9668
PPARD,AZD9668
BAX,AZD9668
RGS4,AZD9668
CDK7,AZD9668
PPAT,AZD9668
KCNJ1,AZD9668
ATP5F1D,AZD9668
PDPK1,AZD9668
IGF1R,AZD9668
MET,AZD9668
GLRA3,AZD9668
PIK3CG,AZD9668
TBXAS1,AZD9668
PLD1,AZD9668
DHH,AZD9668
AKT1,AZD9668
CDK2,AZD9668
PARP3,AZD9668
PLK1,AZD9668
ATM,AZD9668
IMPDH1,AZD9668
TUBB3,AZD9668
BRAF,AZD9668
HBB,AZD9668
LYN,AZD9668
ANXA1,AZD9668
CCR1,AZD9668
ALK,AZD9668
HDAC3,AZD9668
PTGIR,AZD9668
RPL23A,AZD9668
FLT3,AZD9668
MME,AZD9668
CTSG,AZD9668
PAK4,AZD9668
GPR119,AZD9668
SCNN1G,AZD9668
GJB4,AZD9668
S1PR4,AZD9668
IL1B,AZD9668
F10,AZD9668
ELANE,AZD9668
RPL3,AZD9668
ERBB2,AZD9668
AKR1B1,AZD9668
GUCY1B1,AZD9668
ADRA2B,AZD9668
HCK,AZD9668
P3H1,AZD9668
CA5A,AZD9668
DCK,AZD9668
TNF,AZD9668
RNASE1,AZD9668
PTGIS,AZD9668
PRKCE,AZD9668
FPR1,AZD9668
FGF1,AZD9668
CDK9,AZD9668
KDR,AZD9668
EDNRB,AZD9668
ASIC1,AZD9668
JAK1,AZD9668
PLA2G1B,AZD9668
BRD4,AZD9668
TUBB,AZD9668
AGER,AZD9668
S1PR2,AZD9668
PDE4D,AZD9668
CHEK2,AZD9668
PAK1,AZD9668
HDAC6,AZD9668
DYRK1B,AZD9668
USP1,AZD9668
CYP1A2,AZD9668
CACNG1,AZD9668
HTR2C,AZD9668
DNMT3A,AZD9668
PORCN,AZD9668
GAA,AZD9668
PRKCB,AZD9668
PTK2B,AZD9668
CLK1,AZD9668
CACNA2D3,AZD9668
HSD11B1,AZD9668
HTR3A,AZD9668
ADA,AZD9668
PDE3A,AZD9668
NTRK1,AZD9668
LCK,AZD9668
KCNH7,AZD9668
SIRT2,AZD9668
P2RY12,AZD9668
HIF1A,carzenide
CATSPER4,carzenide
DDR2,carzenide
OPRL1,carzenide
SLC7A11,carzenide
FFAR2,carzenide
KCNMA1,carzenide
HRH4,carzenide
GHSR,carzenide
ALDH2,carzenide
COMT,carzenide
PTPN2,carzenide
KCNQ2,carzenide
ITGB2,carzenide
S1PR1,carzenide
FOXM1,carzenide
MAPK14,carzenide
SLCO2B1,carzenide
KCNN4,carzenide
GRIN2A,carzenide
CACNB4,carzenide
HSP90AB1,carzenide
CSK,carzenide
AKR1C1,carzenide
CHRM2,carzenide
TGFBR1,carzenide
TGM2,carzenide
CDK4,carzenide
LPAR1,carzenide
CHRM3,carzenide
UGT1A9,carzenide
HPGDS,carzenide
ADORA2A,carzenide
CCND1,carzenide
KCNN1,carzenide
ABL1,carzenide
SSTR2,carzenide
HSP90AA1,carzenide
TUBB4B,carzenide
EZH2,carzenide
PNLIP,carzenide
CYP2A6,carzenide
CSF1R,carzenide
S100B,carzenide
PDE7A,carzenide
AURKB,carzenide
CDC25A,carzenide
KCNK1,carzenide
CA14,carzenide
ICAM1,carzenide
GPR55,carzenide
OPRM1,carzenide
VEGFA,carzenide
ADH1C,carzenide
KCTD16,carzenide
CYP3A4,carzenide
AVPR1A,carzenide
MAPK8,carzenide
TNNC1,carzenide
GABRB2,carzenide
MMP2,carzenide
RET,carzenide
NAMPT,carzenide
CASP3,carzenide
KRAS,carzenide
BTK,carzenide
SLC29A1,carzenide
FFAR4,carzenide
PPARD,carzenide
BAX,carzenide
RGS4,carzenide
CDK7,carzenide
PPAT,carzenide
KCNJ1,carzenide
ATP5F1D,carzenide
PDPK1,carzenide
IGF1R,carzenide
MET,carzenide
GLRA3,carzenide
PIK3CG,carzenide
TBXAS1,carzenide
PLD1,carzenide
DHH,carzenide
AKT1,carzenide
CDK2,carzenide
PARP3,carzenide
PLK1,carzenide
ATM,carzenide
IMPDH1,carzenide
TUBB3,carzenide
BRAF,carzenide
HBB,carzenide
LYN,carzenide
ANXA1,carzenide
CCR1,carzenide
ALK,carzenide
HDAC3,carzenide
PTGIR,carzenide
RPL23A,carzenide
FLT3,carzenide
MME,carzenide
CTSG,carzenide
PAK4,carzenide
GPR119,carzenide
SCNN1G,carzenide
GJB4,carzenide
S1PR4,carzenide
IL1B,carzenide
F10,carzenide
ELANE,carzenide
RPL3,carzenide
ERBB2,carzenide
AKR1B1,carzenide
GUCY1B1,carzenide
ADRA2B,carzenide
HCK,carzenide
P3H1,carzenide
CA5A,carzenide
DCK,carzenide
TNF,carzenide
RNASE1,carzenide
PTGIS,carzenide
PRKCE,carzenide
FPR1,carzenide
FGF1,carzenide
CDK9,carzenide
KDR,carzenide
EDNRB,carzenide
ASIC1,carzenide
JAK1,carzenide
PLA2G1B,carzenide
BRD4,carzenide
TUBB,carzenide
AGER,carzenide
S1PR2,carzenide
PDE4D,carzenide
CHEK2,carzenide
PAK1,carzenide
HDAC6,carzenide
DYRK1B,carzenide
USP1,carzenide
CYP1A2,carzenide
CACNG1,carzenide
HTR2C,carzenide
DNMT3A,carzenide
PORCN,carzenide
GAA,carzenide
PRKCB,carzenide
PTK2B,carzenide
CLK1,carzenide
CACNA2D3,carzenide
HSD11B1,carzenide
HTR3A,carzenide
ADA,carzenide
PDE3A,carzenide
NTRK1,carzenide
LCK,carzenide
KCNH7,carzenide
SIRT2,carzenide
P2RY12,carzenide
HIF1A,leflunomide
CATSPER4,leflunomide
DDR2,leflunomide
OPRL1,leflunomide
SLC7A11,leflunomide
FFAR2,leflunomide
KCNMA1,leflunomide
HRH4,leflunomide
GHSR,leflunomide
ALDH2,leflunomide
COMT,leflunomide
PTPN2,leflunomide
KCNQ2,leflunomide
ITGB2,leflunomide
S1PR1,leflunomide
FOXM1,leflunomide
MAPK14,leflunomide
SLCO2B1,leflunomide
KCNN4,leflunomide
GRIN2A,leflunomide
CACNB4,leflunomide
HSP90AB1,leflunomide
CSK,leflunomide
AKR1C1,leflunomide
CHRM2,leflunomide
TGFBR1,leflunomide
TGM2,leflunomide
CDK4,leflunomide
LPAR1,leflunomide
CHRM3,leflunomide
UGT1A9,leflunomide
HPGDS,leflunomide
ADORA2A,leflunomide
CCND1,leflunomide
KCNN1,leflunomide
ABL1,leflunomide
SSTR2,leflunomide
HSP90AA1,leflunomide
TUBB4B,leflunomide
EZH2,leflunomide
PNLIP,leflunomide
CYP2A6,leflunomide
CSF1R,leflunomide
S100B,leflunomide
PDE7A,leflunomide
AURKB,leflunomide
CDC25A,leflunomide
KCNK1,leflunomide
CA14,leflunomide
ICAM1,leflunomide
GPR55,leflunomide
OPRM1,leflunomide
VEGFA,leflunomide
ADH1C,leflunomide
KCTD16,leflunomide
CYP3A4,leflunomide
AVPR1A,leflunomide
MAPK8,leflunomide
TNNC1,leflunomide
GABRB2,leflunomide
MMP2,leflunomide
RET,leflunomide
NAMPT,leflunomide
CASP3,leflunomide
KRAS,leflunomide
BTK,leflunomide
SLC29A1,leflunomide
FFAR4,leflunomide
PPARD,leflunomide
BAX,leflunomide
RGS4,leflunomide
CDK7,leflunomide
PPAT,leflunomide
KCNJ1,leflunomide
ATP5F1D,leflunomide
PDPK1,leflunomide
IGF1R,leflunomide
MET,leflunomide
GLRA3,leflunomide
PIK3CG,leflunomide
TBXAS1,leflunomide
PLD1,leflunomide
DHH,leflunomide
AKT1,leflunomide
CDK2,leflunomide
PARP3,leflunomide
PLK1,leflunomide
ATM,leflunomide
IMPDH1,leflunomide
TUBB3,leflunomide
BRAF,leflunomide
HBB,leflunomide
LYN,leflunomide
ANXA1,leflunomide
CCR1,leflunomide
ALK,leflunomide
HDAC3,leflunomide
PTGIR,leflunomide
RPL23A,leflunomide
FLT3,leflunomide
MME,leflunomide
CTSG,leflunomide
PAK4,leflunomide
GPR119,leflunomide
SCNN1G,leflunomide
GJB4,leflunomide
S1PR4,leflunomide
IL1B,leflunomide
F10,leflunomide
ELANE,leflunomide
RPL3,leflunomide
ERBB2,leflunomide
AKR1B1,leflunomide
GUCY1B1,leflunomide
ADRA2B,leflunomide
HCK,leflunomide
P3H1,leflunomide
CA5A,leflunomide
DCK,leflunomide
TNF,leflunomide
RNASE1,leflunomide
PTGIS,leflunomide
PRKCE,leflunomide
FPR1,leflunomide
FGF1,leflunomide
CDK9,leflunomide
KDR,leflunomide
EDNRB,leflunomide
ASIC1,leflunomide
JAK1,leflunomide
PLA2G1B,leflunomide
BRD4,leflunomide
TUBB,leflunomide
AGER,leflunomide
S1PR2,leflunomide
PDE4D,leflunomide
CHEK2,leflunomide
PAK1,leflunomide
HDAC6,leflunomide
DYRK1B,leflunomide
USP1,leflunomide
CYP1A2,leflunomide
CACNG1,leflunomide
HTR2C,leflunomide
DNMT3A,leflunomide
PORCN,leflunomide
GAA,leflunomide
PRKCB,leflunomide
PTK2B,leflunomide
CLK1,leflunomide
CACNA2D3,leflunomide
HSD11B1,leflunomide
HTR3A,leflunomide
ADA,leflunomide
PDE3A,leflunomide
NTRK1,leflunomide
LCK,leflunomide
KCNH7,leflunomide
SIRT2,leflunomide
P2RY12,leflunomide
HIF1A,ixabepilone
CATSPER4,ixabepilone
DDR2,ixabepilone
OPRL1,ixabepilone
SLC7A11,ixabepilone
FFAR2,ixabepilone
KCNMA1,ixabepilone
HRH4,ixabepilone
GHSR,ixabepilone
ALDH2,ixabepilone
COMT,ixabepilone
PTPN2,ixabepilone
KCNQ2,ixabepilone
ITGB2,ixabepilone
S1PR1,ixabepilone
FOXM1,ixabepilone
MAPK14,ixabepilone
SLCO2B1,ixabepilone
KCNN4,ixabepilone
GRIN2A,ixabepilone
CACNB4,ixabepilone
HSP90AB1,ixabepilone
CSK,ixabepilone
AKR1C1,ixabepilone
CHRM2,ixabepilone
TGFBR1,ixabepilone
TGM2,ixabepilone
CDK4,ixabepilone
LPAR1,ixabepilone
CHRM3,ixabepilone
UGT1A9,ixabepilone
HPGDS,ixabepilone
ADORA2A,ixabepilone
CCND1,ixabepilone
KCNN1,ixabepilone
ABL1,ixabepilone
SSTR2,ixabepilone
HSP90AA1,ixabepilone
TUBB4B,ixabepilone
EZH2,ixabepilone
PNLIP,ixabepilone
CYP2A6,ixabepilone
CSF1R,ixabepilone
S100B,ixabepilone
PDE7A,ixabepilone
AURKB,ixabepilone
CDC25A,ixabepilone
KCNK1,ixabepilone
CA14,ixabepilone
ICAM1,ixabepilone
GPR55,ixabepilone
OPRM1,ixabepilone
VEGFA,ixabepilone
ADH1C,ixabepilone
KCTD16,ixabepilone
CYP3A4,ixabepilone
AVPR1A,ixabepilone
MAPK8,ixabepilone
TNNC1,ixabepilone
GABRB2,ixabepilone
MMP2,ixabepilone
RET,ixabepilone
NAMPT,ixabepilone
CASP3,ixabepilone
KRAS,ixabepilone
BTK,ixabepilone
SLC29A1,ixabepilone
FFAR4,ixabepilone
PPARD,ixabepilone
BAX,ixabepilone
RGS4,ixabepilone
CDK7,ixabepilone
PPAT,ixabepilone
KCNJ1,ixabepilone
ATP5F1D,ixabepilone
PDPK1,ixabepilone
IGF1R,ixabepilone
MET,ixabepilone
GLRA3,ixabepilone
PIK3CG,ixabepilone
TBXAS1,ixabepilone
PLD1,ixabepilone
DHH,ixabepilone
AKT1,ixabepilone
CDK2,ixabepilone
PARP3,ixabepilone
PLK1,ixabepilone
ATM,ixabepilone
IMPDH1,ixabepilone
TUBB3,ixabepilone
BRAF,ixabepilone
HBB,ixabepilone
LYN,ixabepilone
ANXA1,ixabepilone
CCR1,ixabepilone
ALK,ixabepilone
HDAC3,ixabepilone
PTGIR,ixabepilone
RPL23A,ixabepilone
FLT3,ixabepilone
MME,ixabepilone
CTSG,ixabepilone
PAK4,ixabepilone
GPR119,ixabepilone
SCNN1G,ixabepilone
GJB4,ixabepilone
S1PR4,ixabepilone
IL1B,ixabepilone
F10,ixabepilone
ELANE,ixabepilone
RPL3,ixabepilone
ERBB2,ixabepilone
AKR1B1,ixabepilone
GUCY1B1,ixabepilone
ADRA2B,ixabepilone
HCK,ixabepilone
P3H1,ixabepilone
CA5A,ixabepilone
DCK,ixabepilone
TNF,ixabepilone
RNASE1,ixabepilone
PTGIS,ixabepilone
PRKCE,ixabepilone
FPR1,ixabepilone
FGF1,ixabepilone
CDK9,ixabepilone
KDR,ixabepilone
EDNRB,ixabepilone
ASIC1,ixabepilone
JAK1,ixabepilone
PLA2G1B,ixabepilone
BRD4,ixabepilone
TUBB,ixabepilone
AGER,ixabepilone
S1PR2,ixabepilone
PDE4D,ixabepilone
CHEK2,ixabepilone
PAK1,ixabepilone
HDAC6,ixabepilone
DYRK1B,ixabepilone
USP1,ixabepilone
CYP1A2,ixabepilone
CACNG1,ixabepilone
HTR2C,ixabepilone
DNMT3A,ixabepilone
PORCN,ixabepilone
GAA,ixabepilone
PRKCB,ixabepilone
PTK2B,ixabepilone
CLK1,ixabepilone
CACNA2D3,ixabepilone
HSD11B1,ixabepilone
HTR3A,ixabepilone
ADA,ixabepilone
PDE3A,ixabepilone
NTRK1,ixabepilone
LCK,ixabepilone
KCNH7,ixabepilone
SIRT2,ixabepilone
P2RY12,ixabepilone
HIF1A,LDN-212854
CATSPER4,LDN-212854
DDR2,LDN-212854
OPRL1,LDN-212854
SLC7A11,LDN-212854
FFAR2,LDN-212854
KCNMA1,LDN-212854
HRH4,LDN-212854
GHSR,LDN-212854
ALDH2,LDN-212854
COMT,LDN-212854
PTPN2,LDN-212854
KCNQ2,LDN-212854
ITGB2,LDN-212854
S1PR1,LDN-212854
FOXM1,LDN-212854
MAPK14,LDN-212854
SLCO2B1,LDN-212854
KCNN4,LDN-212854
GRIN2A,LDN-212854
CACNB4,LDN-212854
HSP90AB1,LDN-212854
CSK,LDN-212854
AKR1C1,LDN-212854
CHRM2,LDN-212854
TGFBR1,LDN-212854
TGM2,LDN-212854
CDK4,LDN-212854
LPAR1,LDN-212854
CHRM3,LDN-212854
UGT1A9,LDN-212854
HPGDS,LDN-212854
ADORA2A,LDN-212854
CCND1,LDN-212854
KCNN1,LDN-212854
ABL1,LDN-212854
SSTR2,LDN-212854
HSP90AA1,LDN-212854
TUBB4B,LDN-212854
EZH2,LDN-212854
PNLIP,LDN-212854
CYP2A6,LDN-212854
CSF1R,LDN-212854
S100B,LDN-212854
PDE7A,LDN-212854
AURKB,LDN-212854
CDC25A,LDN-212854
KCNK1,LDN-212854
CA14,LDN-212854
ICAM1,LDN-212854
GPR55,LDN-212854
OPRM1,LDN-212854
VEGFA,LDN-212854
ADH1C,LDN-212854
KCTD16,LDN-212854
CYP3A4,LDN-212854
AVPR1A,LDN-212854
MAPK8,LDN-212854
TNNC1,LDN-212854
GABRB2,LDN-212854
MMP2,LDN-212854
RET,LDN-212854
NAMPT,LDN-212854
CASP3,LDN-212854
KRAS,LDN-212854
BTK,LDN-212854
SLC29A1,LDN-212854
FFAR4,LDN-212854
PPARD,LDN-212854
BAX,LDN-212854
RGS4,LDN-212854
CDK7,LDN-212854
PPAT,LDN-212854
KCNJ1,LDN-212854
ATP5F1D,LDN-212854
PDPK1,LDN-212854
IGF1R,LDN-212854
MET,LDN-212854
GLRA3,LDN-212854
PIK3CG,LDN-212854
TBXAS1,LDN-212854
PLD1,LDN-212854
DHH,LDN-212854
AKT1,LDN-212854
CDK2,LDN-212854
PARP3,LDN-212854
PLK1,LDN-212854
ATM,LDN-212854
IMPDH1,LDN-212854
TUBB3,LDN-212854
BRAF,LDN-212854
HBB,LDN-212854
LYN,LDN-212854
ANXA1,LDN-212854
CCR1,LDN-212854
ALK,LDN-212854
HDAC3,LDN-212854
PTGIR,LDN-212854
RPL23A,LDN-212854
FLT3,LDN-212854
MME,LDN-212854
CTSG,LDN-212854
PAK4,LDN-212854
GPR119,LDN-212854
SCNN1G,LDN-212854
GJB4,LDN-212854
S1PR4,LDN-212854
IL1B,LDN-212854
F10,LDN-212854
ELANE,LDN-212854
RPL3,LDN-212854
ERBB2,LDN-212854
AKR1B1,LDN-212854
GUCY1B1,LDN-212854
ADRA2B,LDN-212854
HCK,LDN-212854
P3H1,LDN-212854
CA5A,LDN-212854
DCK,LDN-212854
TNF,LDN-212854
RNASE1,LDN-212854
PTGIS,LDN-212854
PRKCE,LDN-212854
FPR1,LDN-212854
FGF1,LDN-212854
CDK9,LDN-212854
KDR,LDN-212854
EDNRB,LDN-212854
ASIC1,LDN-212854
JAK1,LDN-212854
PLA2G1B,LDN-212854
BRD4,LDN-212854
TUBB,LDN-212854
AGER,LDN-212854
S1PR2,LDN-212854
PDE4D,LDN-212854
CHEK2,LDN-212854
PAK1,LDN-212854
HDAC6,LDN-212854
DYRK1B,LDN-212854
USP1,LDN-212854
CYP1A2,LDN-212854
CACNG1,LDN-212854
HTR2C,LDN-212854
DNMT3A,LDN-212854
PORCN,LDN-212854
GAA,LDN-212854
PRKCB,LDN-212854
PTK2B,LDN-212854
CLK1,LDN-212854
CACNA2D3,LDN-212854
HSD11B1,LDN-212854
HTR3A,LDN-212854
ADA,LDN-212854
PDE3A,LDN-212854
NTRK1,LDN-212854
LCK,LDN-212854
KCNH7,LDN-212854
SIRT2,LDN-212854
P2RY12,LDN-212854
HIF1A,cycloheximide
CATSPER4,cycloheximide
DDR2,cycloheximide
OPRL1,cycloheximide
SLC7A11,cycloheximide
FFAR2,cycloheximide
KCNMA1,cycloheximide
HRH4,cycloheximide
GHSR,cycloheximide
ALDH2,cycloheximide
COMT,cycloheximide
PTPN2,cycloheximide
KCNQ2,cycloheximide
ITGB2,cycloheximide
S1PR1,cycloheximide
FOXM1,cycloheximide
MAPK14,cycloheximide
SLCO2B1,cycloheximide
KCNN4,cycloheximide
GRIN2A,cycloheximide
CACNB4,cycloheximide
HSP90AB1,cycloheximide
CSK,cycloheximide
AKR1C1,cycloheximide
CHRM2,cycloheximide
TGFBR1,cycloheximide
TGM2,cycloheximide
CDK4,cycloheximide
LPAR1,cycloheximide
CHRM3,cycloheximide
UGT1A9,cycloheximide
HPGDS,cycloheximide
ADORA2A,cycloheximide
CCND1,cycloheximide
KCNN1,cycloheximide
ABL1,cycloheximide
SSTR2,cycloheximide
HSP90AA1,cycloheximide
TUBB4B,cycloheximide
EZH2,cycloheximide
PNLIP,cycloheximide
CYP2A6,cycloheximide
