gene,compound
AVPR1A,colchicine
MAPK8,colchicine
GABRB2,colchicine
RET,colchicine
CASP3,colchicine
KRAS,colchicine
BTK,colchicine
SLC29A1,colchicine
FFAR4,colchicine
PPARD,colchicine
BAX,colchicine
RGS4,colchicine
CDK7,colchicine
PPAT,colchicine
KCNJ1,colchicine
ATP5F1D,colchicine
MET,colchicine
GLRA3,colchicine
PIK3CG,colchicine
TBXAS1,colchicine
PLD1,colchicine
DHH,colchicine
ATM,colchicine
IMPDH1,colchicine
BRAF,colchicine
LYN,colchicine
ANXA1,colchicine
ALK,colchicine
HDAC3,colchicine
PTGIR,colchicine
RPL23A,colchicine
CTSG,colchicine
GPR119,colchicine
GJB4,colchicine
S1PR4,colchicine
IL1B,colchicine
ELANE,colchicine
RPL3,colchicine
ERBB2,colchicine
AKR1B1,colchicine
GUCY1B1,colchicine
HCK,colchicine
P3H1,colchicine
PTGIS,colchicine
PRKCE,colchicine
EDNRB,colchicine
ASIC1,colchicine
JAK1,colchicine
PLA2G1B,colchicine
BRD4,colchicine
AGER,colchicine
S1PR2,colchicine
PDE4D,colchicine
CHEK2,colchicine
DYRK1B,colchicine
GAA,colchicine
PTK2B,colchicine
CLK1,colchicine
HSD11B1,colchicine
PDE3A,colchicine
NTRK1,colchicine
KCNH7,colchicine
P2RY12,colchicine
HIF1A,afimoxifene
CATSPER4,afimoxifene
DDR2,afimoxifene
OPRL1,afimoxifene
SLC7A11,afimoxifene
FFAR2,afimoxifene
HRH4,afimoxifene
ALDH2,afimoxifene
COMT,afimoxifene
PTPN2,afimoxifene
ITGB2,afimoxifene
S1PR1,afimoxifene
KCNN4,afimoxifene
CACNB4,afimoxifene
HSP90AB1,afimoxifene
CSK,afimoxifene
CHRM2,afimoxifene
TGFBR1,afimoxifene
TGM2,afimoxifene
CDK4,afimoxifene
HPGDS,afimoxifene
ADORA2A,afimoxifene
KCNN1,afimoxifene
SSTR2,afimoxifene
HSP90AA1,afimoxifene
TUBB4B,afimoxifene
EZH2,afimoxifene
CYP2A6,afimoxifene
CSF1R,afimoxifene
S100B,afimoxifene
ICAM1,afimoxifene
ADH1C,afimoxifene
KCTD16,afimoxifene
MAPK8,afimoxifene
TNNC1,afimoxifene
GABRB2,afimoxifene
MMP2,afimoxifene
NAMPT,afimoxifene
CASP3,afimoxifene
KRAS,afimoxifene
BTK,afimoxifene
SLC29A1,afimoxifene
FFAR4,afimoxifene
PPARD,afimoxifene
RGS4,afimoxifene
CDK7,afimoxifene
PPAT,afimoxifene
ATP5F1D,afimoxifene
IGF1R,afimoxifene
MET,afimoxifene
GLRA3,afimoxifene
PIK3CG,afimoxifene
TBXAS1,afimoxifene
PLD1,afimoxifene
DHH,afimoxifene
AKT1,afimoxifene
CDK2,afimoxifene
PARP3,afimoxifene
PLK1,afimoxifene
ATM,afimoxifene
IMPDH1,afimoxifene
TUBB3,afimoxifene
BRAF,afimoxifene
HBB,afimoxifene
LYN,afimoxifene
ANXA1,afimoxifene
RPL23A,afimoxifene
FLT3,afimoxifene
MME,afimoxifene
CTSG,afimoxifene
PAK4,afimoxifene
GJB4,afimoxifene
IL1B,afimoxifene
ELANE,afimoxifene
ERBB2,afimoxifene
GUCY1B1,afimoxifene
ADRA2B,afimoxifene
HCK,afimoxifene
P3H1,afimoxifene
CA5A,afimoxifene
DCK,afimoxifene
RNASE1,afimoxifene
PTGIS,afimoxifene
PRKCE,afimoxifene
FPR1,afimoxifene
FGF1,afimoxifene
CDK9,afimoxifene
EDNRB,afimoxifene
JAK1,afimoxifene
PLA2G1B,afimoxifene
BRD4,afimoxifene
TUBB,afimoxifene
S1PR2,afimoxifene
CHEK2,afimoxifene
PAK1,afimoxifene
HDAC6,afimoxifene
USP1,afimoxifene
CYP1A2,afimoxifene
CACNG1,afimoxifene
HTR2C,afimoxifene
DNMT3A,afimoxifene
PORCN,afimoxifene
GAA,afimoxifene
PRKCB,afimoxifene
PTK2B,afimoxifene
HSD11B1,afimoxifene
ADA,afimoxifene
NTRK1,afimoxifene
LCK,afimoxifene
KCNH7,afimoxifene
SIRT2,afimoxifene
P2RY12,afimoxifene
OPRL1,RGB-286638
SLC7A11,RGB-286638
KCNMA1,RGB-286638
PTPN2,RGB-286638
KCNQ2,RGB-286638
SLCO2B1,RGB-286638
GRIN2A,RGB-286638
HSP90AB1,RGB-286638
CSK,RGB-286638
AKR1C1,RGB-286638
CHRM2,RGB-286638
TGFBR1,RGB-286638
CDK4,RGB-286638
LPAR1,RGB-286638
CHRM3,RGB-286638
UGT1A9,RGB-286638
HPGDS,RGB-286638
ADORA2A,RGB-286638
CCND1,RGB-286638
KCNN1,RGB-286638
ABL1,RGB-286638
SSTR2,RGB-286638
HSP90AA1,RGB-286638
EZH2,RGB-286638
CA14,RGB-286638
ICAM1,RGB-286638
OPRM1,RGB-286638
ADH1C,RGB-286638
KCTD16,RGB-286638
CYP3A4,RGB-286638
AVPR1A,RGB-286638
MAPK8,RGB-286638
TNNC1,RGB-286638
GABRB2,RGB-286638
MMP2,RGB-286638
NAMPT,RGB-286638
CASP3,RGB-286638
KRAS,RGB-286638
BTK,RGB-286638
FFAR4,RGB-286638
PPARD,RGB-286638
RGS4,RGB-286638
CDK7,RGB-286638
KCNJ1,RGB-286638
PDPK1,RGB-286638
IGF1R,RGB-286638
MET,RGB-286638
GLRA3,RGB-286638
PIK3CG,RGB-286638
TBXAS1,RGB-286638
PLD1,RGB-286638
DHH,RGB-286638
AKT1,RGB-286638
CDK2,RGB-286638
PARP3,RGB-286638
TUBB3,RGB-286638
BRAF,RGB-286638
LYN,RGB-286638
ANXA1,RGB-286638
CCR1,RGB-286638
ALK,RGB-286638
PTGIR,RGB-286638
RPL23A,RGB-286638
SCNN1G,RGB-286638
IL1B,RGB-286638
ERBB2,RGB-286638
AKR1B1,RGB-286638
GUCY1B1,RGB-286638
P3H1,RGB-286638
CA5A,RGB-286638
TNF,RGB-286638
FPR1,RGB-286638
FGF1,RGB-286638
KDR,RGB-286638
EDNRB,RGB-286638
ASIC1,RGB-286638
PLA2G1B,RGB-286638
S1PR2,RGB-286638
PDE4D,RGB-286638
DYRK1B,RGB-286638
USP1,RGB-286638
CACNG1,RGB-286638
HTR2C,RGB-286638
GAA,RGB-286638
PRKCB,RGB-286638
PTK2B,RGB-286638
HTR3A,RGB-286638
ADA,RGB-286638
PDE3A,RGB-286638
NTRK1,RGB-286638
LCK,RGB-286638
KCNH7,RGB-286638
SIRT2,RGB-286638
P2RY12,RGB-286638
HIF1A,FPS-ZM1
CATSPER4,FPS-ZM1
DDR2,FPS-ZM1
FFAR2,FPS-ZM1
KCNMA1,FPS-ZM1
HRH4,FPS-ZM1
PTPN2,FPS-ZM1
KCNQ2,FPS-ZM1
ITGB2,FPS-ZM1
S1PR1,FPS-ZM1
MAPK14,FPS-ZM1
GRIN2A,FPS-ZM1
CSK,FPS-ZM1
AKR1C1,FPS-ZM1
TGFBR1,FPS-ZM1
TGM2,FPS-ZM1
CDK4,FPS-ZM1
LPAR1,FPS-ZM1
CHRM3,FPS-ZM1
CCND1,FPS-ZM1
KCNN1,FPS-ZM1
SSTR2,FPS-ZM1
HSP90AA1,FPS-ZM1
PNLIP,FPS-ZM1
CSF1R,FPS-ZM1
S100B,FPS-ZM1
AURKB,FPS-ZM1
CDC25A,FPS-ZM1
KCNK1,FPS-ZM1
ICAM1,FPS-ZM1
GPR55,FPS-ZM1
OPRM1,FPS-ZM1
ADH1C,FPS-ZM1
KCTD16,FPS-ZM1
AVPR1A,FPS-ZM1
TNNC1,FPS-ZM1
GABRB2,FPS-ZM1
MMP2,FPS-ZM1
NAMPT,FPS-ZM1
CASP3,FPS-ZM1
KRAS,FPS-ZM1
SLC29A1,FPS-ZM1
FFAR4,FPS-ZM1
PPARD,FPS-ZM1
BAX,FPS-ZM1
CDK7,FPS-ZM1
PDPK1,FPS-ZM1
IGF1R,FPS-ZM1
MET,FPS-ZM1
DHH,FPS-ZM1
AKT1,FPS-ZM1
CDK2,FPS-ZM1
PARP3,FPS-ZM1
ATM,FPS-ZM1
IMPDH1,FPS-ZM1
TUBB3,FPS-ZM1
LYN,FPS-ZM1
ANXA1,FPS-ZM1
HDAC3,FPS-ZM1
RPL23A,FPS-ZM1
FLT3,FPS-ZM1
MME,FPS-ZM1
CTSG,FPS-ZM1
PAK4,FPS-ZM1
GPR119,FPS-ZM1
GJB4,FPS-ZM1
S1PR4,FPS-ZM1
IL1B,FPS-ZM1
F10,FPS-ZM1
ELANE,FPS-ZM1
RPL3,FPS-ZM1
ERBB2,FPS-ZM1
AKR1B1,FPS-ZM1
ADRA2B,FPS-ZM1
CA5A,FPS-ZM1
PTGIS,FPS-ZM1
CDK9,FPS-ZM1
EDNRB,FPS-ZM1
PLA2G1B,FPS-ZM1
BRD4,FPS-ZM1
TUBB,FPS-ZM1
AGER,FPS-ZM1
S1PR2,FPS-ZM1
PDE4D,FPS-ZM1
PAK1,FPS-ZM1
HDAC6,FPS-ZM1
DYRK1B,FPS-ZM1
CYP1A2,FPS-ZM1
HTR2C,FPS-ZM1
DNMT3A,FPS-ZM1
PORCN,FPS-ZM1
HTR3A,FPS-ZM1
PDE3A,FPS-ZM1
NTRK1,FPS-ZM1
LCK,FPS-ZM1
KCNH7,FPS-ZM1
P2RY12,FPS-ZM1
HIF1A,flindokalner
CATSPER4,flindokalner
DDR2,flindokalner
OPRL1,flindokalner
FFAR2,flindokalner
KCNMA1,flindokalner
HRH4,flindokalner
PTPN2,flindokalner
KCNQ2,flindokalner
ITGB2,flindokalner
S1PR1,flindokalner
MAPK14,flindokalner
SLCO2B1,flindokalner
KCNN4,flindokalner
CACNB4,flindokalner
AKR1C1,flindokalner
CHRM2,flindokalner
TGFBR1,flindokalner
LPAR1,flindokalner
UGT1A9,flindokalner
HPGDS,flindokalner
ADORA2A,flindokalner
CCND1,flindokalner
KCNN1,flindokalner
SSTR2,flindokalner
CYP2A6,flindokalner
CSF1R,flindokalner
S100B,flindokalner
PDE7A,flindokalner
AURKB,flindokalner
CDC25A,flindokalner
CA14,flindokalner
ADH1C,flindokalner
KCTD16,flindokalner
AVPR1A,flindokalner
MAPK8,flindokalner
TNNC1,flindokalner
MMP2,flindokalner
RET,flindokalner
NAMPT,flindokalner
CASP3,flindokalner
KRAS,flindokalner
BTK,flindokalner
SLC29A1,flindokalner
CDK7,flindokalner
PPAT,flindokalner
KCNJ1,flindokalner
PDPK1,flindokalner
GLRA3,flindokalner
PIK3CG,flindokalner
TBXAS1,flindokalner
PLD1,flindokalner
DHH,flindokalner
AKT1,flindokalner
CDK2,flindokalner
ATM,flindokalner
IMPDH1,flindokalner
TUBB3,flindokalner
BRAF,flindokalner
HBB,flindokalner
LYN,flindokalner
CCR1,flindokalner
ALK,flindokalner
PTGIR,flindokalner
FLT3,flindokalner
MME,flindokalner
PAK4,flindokalner
GPR119,flindokalner
SCNN1G,flindokalner
IL1B,flindokalner
F10,flindokalner
ERBB2,flindokalner
GUCY1B1,flindokalner
ADRA2B,flindokalner
HCK,flindokalner
P3H1,flindokalner
DCK,flindokalner
TNF,flindokalner
PTGIS,flindokalner
PRKCE,flindokalner
FPR1,flindokalner
ASIC1,flindokalner
JAK1,flindokalner
PLA2G1B,flindokalner
TUBB,flindokalner
AGER,flindokalner
S1PR2,flindokalner
HDAC6,flindokalner
CYP1A2,flindokalner
DNMT3A,flindokalner
PORCN,flindokalner
GAA,flindokalner
PRKCB,flindokalner
PTK2B,flindokalner
CLK1,flindokalner
HSD11B1,flindokalner
HTR3A,flindokalner
ADA,flindokalner
PDE3A,flindokalner
LCK,flindokalner
KCNH7,flindokalner
SIRT2,flindokalner
HIF1A,motesanib
CATSPER4,motesanib
OPRL1,motesanib
GHSR,motesanib
PTPN2,motesanib
ITGB2,motesanib
S1PR1,motesanib
MAPK14,motesanib
KCNN4,motesanib
GRIN2A,motesanib
CSK,motesanib
AKR1C1,motesanib
TGFBR1,motesanib
TGM2,motesanib
CDK4,motesanib
LPAR1,motesanib
KCNN1,motesanib
SSTR2,motesanib
HSP90AA1,motesanib
TUBB4B,motesanib
PNLIP,motesanib
S100B,motesanib
PDE7A,motesanib
AURKB,motesanib
CDC25A,motesanib
KCNK1,motesanib
CA14,motesanib
GPR55,motesanib
OPRM1,motesanib
VEGFA,motesanib
AVPR1A,motesanib
MAPK8,motesanib
TNNC1,motesanib
MMP2,motesanib
RET,motesanib
BTK,motesanib
SLC29A1,motesanib
PPARD,motesanib
BAX,motesanib
CDK7,motesanib
PPAT,motesanib
KCNJ1,motesanib
PDPK1,motesanib
IGF1R,motesanib
MET,motesanib
TBXAS1,motesanib
PLD1,motesanib
DHH,motesanib
IMPDH1,motesanib
ANXA1,motesanib
CCR1,motesanib
ALK,motesanib
HDAC3,motesanib
PTGIR,motesanib
RPL23A,motesanib
FLT3,motesanib
MME,motesanib
PAK4,motesanib
GPR119,motesanib
GJB4,motesanib
S1PR4,motesanib
IL1B,motesanib
F10,motesanib
ELANE,motesanib
ERBB2,motesanib
ADRA2B,motesanib
HCK,motesanib
DCK,motesanib
TNF,motesanib
RNASE1,motesanib
FGF1,motesanib
JAK1,motesanib
BRD4,motesanib
TUBB,motesanib
AGER,motesanib
S1PR2,motesanib
PDE4D,motesanib
CHEK2,motesanib
PAK1,motesanib
HDAC6,motesanib
DYRK1B,motesanib
CACNG1,motesanib
HTR2C,motesanib
CLK1,motesanib
CACNA2D3,motesanib
PDE3A,motesanib
NTRK1,motesanib
LCK,motesanib
SIRT2,motesanib
P2RY12,motesanib
HIF1A,geldanamycin
CATSPER4,geldanamycin
SLC7A11,geldanamycin
FFAR2,geldanamycin
KCNMA1,geldanamycin
HRH4,geldanamycin
ALDH2,geldanamycin
COMT,geldanamycin
PTPN2,geldanamycin
KCNQ2,geldanamycin
ITGB2,geldanamycin
MAPK14,geldanamycin
SLCO2B1,geldanamycin
KCNN4,geldanamycin
GRIN2A,geldanamycin
AKR1C1,geldanamycin
CHRM2,geldanamycin
TGFBR1,geldanamycin
CDK4,geldanamycin
LPAR1,geldanamycin
UGT1A9,geldanamycin
HPGDS,geldanamycin
ADORA2A,geldanamycin
CCND1,geldanamycin
ABL1,geldanamycin
SSTR2,geldanamycin
TUBB4B,geldanamycin
EZH2,geldanamycin
PNLIP,geldanamycin
CSF1R,geldanamycin
S100B,geldanamycin
CDC25A,geldanamycin
KCNK1,geldanamycin
CA14,geldanamycin
ICAM1,geldanamycin
VEGFA,geldanamycin
KCTD16,geldanamycin
CYP3A4,geldanamycin
TNNC1,geldanamycin
MMP2,geldanamycin
RET,geldanamycin
NAMPT,geldanamycin
CASP3,geldanamycin
KRAS,geldanamycin
BTK,geldanamycin
SLC29A1,geldanamycin
FFAR4,geldanamycin
PPARD,geldanamycin
BAX,geldanamycin
ATP5F1D,geldanamycin
PDPK1,geldanamycin
TBXAS1,geldanamycin
DHH,geldanamycin
CDK2,geldanamycin
PARP3,geldanamycin
ATM,geldanamycin
IMPDH1,geldanamycin
TUBB3,geldanamycin
BRAF,geldanamycin
HBB,geldanamycin
LYN,geldanamycin
ANXA1,geldanamycin
HDAC3,geldanamycin
PTGIR,geldanamycin
RPL23A,geldanamycin
FLT3,geldanamycin
CTSG,geldanamycin
PAK4,geldanamycin
GPR119,geldanamycin
GJB4,geldanamycin
F10,geldanamycin
ELANE,geldanamycin
RPL3,geldanamycin
GUCY1B1,geldanamycin
HCK,geldanamycin
P3H1,geldanamycin
TNF,geldanamycin
RNASE1,geldanamycin
PTGIS,geldanamycin
PRKCE,geldanamycin
FPR1,geldanamycin
FGF1,geldanamycin
CDK9,geldanamycin
KDR,geldanamycin
JAK1,geldanamycin
BRD4,geldanamycin
TUBB,geldanamycin
AGER,geldanamycin
PDE4D,geldanamycin
DYRK1B,geldanamycin
USP1,geldanamycin
CYP1A2,geldanamycin
DNMT3A,geldanamycin
PTK2B,geldanamycin
CLK1,geldanamycin
CACNA2D3,geldanamycin
HSD11B1,geldanamycin
HTR3A,geldanamycin
PDE3A,geldanamycin
NTRK1,geldanamycin
LCK,geldanamycin
KCNH7,geldanamycin
HIF1A,CGP-53353
OPRL1,CGP-53353
FFAR2,CGP-53353
KCNMA1,CGP-53353
HRH4,CGP-53353
GHSR,CGP-53353
ALDH2,CGP-53353
COMT,CGP-53353
PTPN2,CGP-53353
KCNQ2,CGP-53353
FOXM1,CGP-53353
MAPK14,CGP-53353
KCNN4,CGP-53353
HSP90AB1,CGP-53353
TGFBR1,CGP-53353
TGM2,CGP-53353
CDK4,CGP-53353
CHRM3,CGP-53353
UGT1A9,CGP-53353
ADORA2A,CGP-53353
KCNN1,CGP-53353
HSP90AA1,CGP-53353
EZH2,CGP-53353
S100B,CGP-53353
PDE7A,CGP-53353
KCNK1,CGP-53353
ICAM1,CGP-53353
GPR55,CGP-53353
OPRM1,CGP-53353
VEGFA,CGP-53353
ADH1C,CGP-53353
CYP3A4,CGP-53353
AVPR1A,CGP-53353
MAPK8,CGP-53353
TNNC1,CGP-53353
GABRB2,CGP-53353
MMP2,CGP-53353
RET,CGP-53353
CASP3,CGP-53353
BTK,CGP-53353
BAX,CGP-53353
CDK7,CGP-53353
PPAT,CGP-53353
PDPK1,CGP-53353
GLRA3,CGP-53353
TBXAS1,CGP-53353
DHH,CGP-53353
CDK2,CGP-53353
PARP3,CGP-53353
ATM,CGP-53353
TUBB3,CGP-53353
HBB,CGP-53353
ANXA1,CGP-53353
CCR1,CGP-53353
HDAC3,CGP-53353
PTGIR,CGP-53353
FLT3,CGP-53353
MME,CGP-53353
PAK4,CGP-53353
GPR119,CGP-53353
SCNN1G,CGP-53353
GJB4,CGP-53353
S1PR4,CGP-53353
IL1B,CGP-53353
RPL3,CGP-53353
AKR1B1,CGP-53353
GUCY1B1,CGP-53353
ADRA2B,CGP-53353
HCK,CGP-53353
P3H1,CGP-53353
CA5A,CGP-53353
FGF1,CGP-53353
CDK9,CGP-53353
EDNRB,CGP-53353
PLA2G1B,CGP-53353
TUBB,CGP-53353
S1PR2,CGP-53353
PDE4D,CGP-53353
CHEK2,CGP-53353
DYRK1B,CGP-53353
USP1,CGP-53353
CACNG1,CGP-53353
DNMT3A,CGP-53353
PORCN,CGP-53353
GAA,CGP-53353
PRKCB,CGP-53353
CLK1,CGP-53353
CACNA2D3,CGP-53353
HSD11B1,CGP-53353
HTR3A,CGP-53353
ADA,CGP-53353
KCNH7,CGP-53353
SIRT2,CGP-53353
P2RY12,CGP-53353
HIF1A,7-hydroxystaurosporine
CATSPER4,7-hydroxystaurosporine
OPRL1,7-hydroxystaurosporine
SLC7A11,7-hydroxystaurosporine
GHSR,7-hydroxystaurosporine
COMT,7-hydroxystaurosporine
PTPN2,7-hydroxystaurosporine
ITGB2,7-hydroxystaurosporine
FOXM1,7-hydroxystaurosporine
SLCO2B1,7-hydroxystaurosporine
KCNN4,7-hydroxystaurosporine
CACNB4,7-hydroxystaurosporine
HSP90AB1,7-hydroxystaurosporine
AKR1C1,7-hydroxystaurosporine
CHRM2,7-hydroxystaurosporine
TGFBR1,7-hydroxystaurosporine
TGM2,7-hydroxystaurosporine
CDK4,7-hydroxystaurosporine
LPAR1,7-hydroxystaurosporine
CHRM3,7-hydroxystaurosporine
HPGDS,7-hydroxystaurosporine
ADORA2A,7-hydroxystaurosporine
KCNN1,7-hydroxystaurosporine
SSTR2,7-hydroxystaurosporine
HSP90AA1,7-hydroxystaurosporine
EZH2,7-hydroxystaurosporine
CYP2A6,7-hydroxystaurosporine
CSF1R,7-hydroxystaurosporine
S100B,7-hydroxystaurosporine
AURKB,7-hydroxystaurosporine
CDC25A,7-hydroxystaurosporine
KCNK1,7-hydroxystaurosporine
CA14,7-hydroxystaurosporine
OPRM1,7-hydroxystaurosporine
CYP3A4,7-hydroxystaurosporine
MMP2,7-hydroxystaurosporine
RET,7-hydroxystaurosporine
NAMPT,7-hydroxystaurosporine
CASP3,7-hydroxystaurosporine
KRAS,7-hydroxystaurosporine
BTK,7-hydroxystaurosporine
SLC29A1,7-hydroxystaurosporine
FFAR4,7-hydroxystaurosporine
PPARD,7-hydroxystaurosporine
BAX,7-hydroxystaurosporine
RGS4,7-hydroxystaurosporine
PPAT,7-hydroxystaurosporine
KCNJ1,7-hydroxystaurosporine
PDPK1,7-hydroxystaurosporine
MET,7-hydroxystaurosporine
GLRA3,7-hydroxystaurosporine
PLD1,7-hydroxystaurosporine
DHH,7-hydroxystaurosporine
AKT1,7-hydroxystaurosporine
PARP3,7-hydroxystaurosporine
PLK1,7-hydroxystaurosporine
IMPDH1,7-hydroxystaurosporine
TUBB3,7-hydroxystaurosporine
BRAF,7-hydroxystaurosporine
LYN,7-hydroxystaurosporine
ANXA1,7-hydroxystaurosporine
CCR1,7-hydroxystaurosporine
HDAC3,7-hydroxystaurosporine
RPL23A,7-hydroxystaurosporine
FLT3,7-hydroxystaurosporine
MME,7-hydroxystaurosporine
PAK4,7-hydroxystaurosporine
SCNN1G,7-hydroxystaurosporine
GJB4,7-hydroxystaurosporine
F10,7-hydroxystaurosporine
ELANE,7-hydroxystaurosporine
RPL3,7-hydroxystaurosporine
AKR1B1,7-hydroxystaurosporine
ADRA2B,7-hydroxystaurosporine
HCK,7-hydroxystaurosporine
P3H1,7-hydroxystaurosporine
CA5A,7-hydroxystaurosporine
DCK,7-hydroxystaurosporine
TNF,7-hydroxystaurosporine
RNASE1,7-hydroxystaurosporine
PTGIS,7-hydroxystaurosporine
FPR1,7-hydroxystaurosporine
KDR,7-hydroxystaurosporine
BRD4,7-hydroxystaurosporine
TUBB,7-hydroxystaurosporine
S1PR2,7-hydroxystaurosporine
PDE4D,7-hydroxystaurosporine
CHEK2,7-hydroxystaurosporine
DYRK1B,7-hydroxystaurosporine
HTR2C,7-hydroxystaurosporine
DNMT3A,7-hydroxystaurosporine
PORCN,7-hydroxystaurosporine
GAA,7-hydroxystaurosporine
PRKCB,7-hydroxystaurosporine
PTK2B,7-hydroxystaurosporine
CLK1,7-hydroxystaurosporine
CACNA2D3,7-hydroxystaurosporine
HSD11B1,7-hydroxystaurosporine
HTR3A,7-hydroxystaurosporine
ADA,7-hydroxystaurosporine
NTRK1,7-hydroxystaurosporine
KCNH7,7-hydroxystaurosporine
SIRT2,7-hydroxystaurosporine
CATSPER4,efaproxiral
DDR2,efaproxiral
OPRL1,efaproxiral
SLC7A11,efaproxiral
KCNMA1,efaproxiral
HRH4,efaproxiral
GHSR,efaproxiral
ALDH2,efaproxiral
COMT,efaproxiral
PTPN2,efaproxiral
KCNQ2,efaproxiral
MAPK14,efaproxiral
SLCO2B1,efaproxiral
KCNN4,efaproxiral
GRIN2A,efaproxiral
CACNB4,efaproxiral
CSK,efaproxiral
AKR1C1,efaproxiral
CHRM2,efaproxiral
TGM2,efaproxiral
CDK4,efaproxiral
LPAR1,efaproxiral
CHRM3,efaproxiral
KCNN1,efaproxiral
ABL1,efaproxiral
HSP90AA1,efaproxiral
TUBB4B,efaproxiral
EZH2,efaproxiral
CSF1R,efaproxiral
S100B,efaproxiral
PDE7A,efaproxiral
AURKB,efaproxiral
KCNK1,efaproxiral
CA14,efaproxiral
ADH1C,efaproxiral
KCTD16,efaproxiral
AVPR1A,efaproxiral
MAPK8,efaproxiral
TNNC1,efaproxiral
GABRB2,efaproxiral
RET,efaproxiral
NAMPT,efaproxiral
CASP3,efaproxiral
KRAS,efaproxiral
BTK,efaproxiral
SLC29A1,efaproxiral
FFAR4,efaproxiral
PPARD,efaproxiral
RGS4,efaproxiral
CDK7,efaproxiral
KCNJ1,efaproxiral
ATP5F1D,efaproxiral
PDPK1,efaproxiral
IGF1R,efaproxiral
GLRA3,efaproxiral
PIK3CG,efaproxiral
PLD1,efaproxiral
DHH,efaproxiral
CDK2,efaproxiral
PLK1,efaproxiral
TUBB3,efaproxiral
HBB,efaproxiral
CCR1,efaproxiral
ALK,efaproxiral
PTGIR,efaproxiral
RPL23A,efaproxiral
MME,efaproxiral
CTSG,efaproxiral
GPR119,efaproxiral
SCNN1G,efaproxiral
GJB4,efaproxiral
S1PR4,efaproxiral
IL1B,efaproxiral
F10,efaproxiral
ELANE,efaproxiral
ERBB2,efaproxiral
AKR1B1,efaproxiral
GUCY1B1,efaproxiral
HCK,efaproxiral
PTGIS,efaproxiral
FPR1,efaproxiral
CDK9,efaproxiral
KDR,efaproxiral
EDNRB,efaproxiral
ASIC1,efaproxiral
JAK1,efaproxiral
PLA2G1B,efaproxiral
BRD4,efaproxiral
TUBB,efaproxiral
AGER,efaproxiral
S1PR2,efaproxiral
PDE4D,efaproxiral
CHEK2,efaproxiral
HDAC6,efaproxiral
CYP1A2,efaproxiral
CACNG1,efaproxiral
PORCN,efaproxiral
PRKCB,efaproxiral
PTK2B,efaproxiral
CLK1,efaproxiral
CACNA2D3,efaproxiral
HSD11B1,efaproxiral
ADA,efaproxiral
PDE3A,efaproxiral
NTRK1,efaproxiral
SIRT2,efaproxiral
HIF1A,SB-203580
OPRL1,SB-203580
SLC7A11,SB-203580
KCNMA1,SB-203580
HRH4,SB-203580
GHSR,SB-203580
ALDH2,SB-203580
KCNQ2,SB-203580
S1PR1,SB-203580
FOXM1,SB-203580
MAPK14,SB-203580
SLCO2B1,SB-203580
GRIN2A,SB-203580
CSK,SB-203580
CHRM2,SB-203580
TGFBR1,SB-203580
TGM2,SB-203580
LPAR1,SB-203580
HPGDS,SB-203580
ADORA2A,SB-203580
CCND1,SB-203580
KCNN1,SB-203580
SSTR2,SB-203580
HSP90AA1,SB-203580
TUBB4B,SB-203580
CYP2A6,SB-203580
CSF1R,SB-203580
S100B,SB-203580
CDC25A,SB-203580
KCNK1,SB-203580
GPR55,SB-203580
OPRM1,SB-203580
ADH1C,SB-203580
MAPK8,SB-203580
CASP3,SB-203580
KRAS,SB-203580
BTK,SB-203580
PPARD,SB-203580
RGS4,SB-203580
CDK7,SB-203580
KCNJ1,SB-203580
MET,SB-203580
PIK3CG,SB-203580
DHH,SB-203580
AKT1,SB-203580
CDK2,SB-203580
PLK1,SB-203580
ATM,SB-203580
TUBB3,SB-203580
BRAF,SB-203580
HBB,SB-203580
PTGIR,SB-203580
FLT3,SB-203580
PAK4,SB-203580
GPR119,SB-203580
SCNN1G,SB-203580
GJB4,SB-203580
S1PR4,SB-203580
ELANE,SB-203580
ERBB2,SB-203580
AKR1B1,SB-203580
HCK,SB-203580
P3H1,SB-203580
CA5A,SB-203580
DCK,SB-203580
TNF,SB-203580
PTGIS,SB-203580
FPR1,SB-203580
FGF1,SB-203580
EDNRB,SB-203580
JAK1,SB-203580
PLA2G1B,SB-203580
TUBB,SB-203580
AGER,SB-203580
S1PR2,SB-203580
PDE4D,SB-203580
HDAC6,SB-203580
CYP1A2,SB-203580
CACNG1,SB-203580
HTR2C,SB-203580
GAA,SB-203580
PRKCB,SB-203580
PTK2B,SB-203580
CLK1,SB-203580
CACNA2D3,SB-203580
HSD11B1,SB-203580
HTR3A,SB-203580
ADA,SB-203580
NTRK1,SB-203580
KCNH7,SB-203580
P2RY12,SB-203580
HIF1A,bepridil
OPRL1,bepridil
SLC7A11,bepridil
KCNMA1,bepridil
HRH4,bepridil
COMT,bepridil
PTPN2,bepridil
S1PR1,bepridil
FOXM1,bepridil
SLCO2B1,bepridil
KCNN4,bepridil
GRIN2A,bepridil
CACNB4,bepridil
CSK,bepridil
TGFBR1,bepridil
TGM2,bepridil
CHRM3,bepridil
UGT1A9,bepridil
HPGDS,bepridil
CCND1,bepridil
KCNN1,bepridil
SSTR2,bepridil
HSP90AA1,bepridil
TUBB4B,bepridil
PNLIP,bepridil
PDE7A,bepridil
AURKB,bepridil
CDC25A,bepridil
CA14,bepridil
GPR55,bepridil
VEGFA,bepridil
CYP3A4,bepridil
AVPR1A,bepridil
